Order No,Supplier Reference,Supplier Name,Order Reference,Status,Total,Carriage Total,Created At,Created By,Direct Delivery,Expected Delivery Date,Nett Goods Total,Order Date,Warehouse - Name,Weight Total
300,APPHO001,75 A The Apple Tree House,33,"[RECEIVED, INVOICED]",168.00,0.00,2020-06-16T14:22:58.612903,karen,FALSE,17/06/2020,140.00,16/06/2020,Stourport Pick,10.00
301,ARTSS001,All Artists Supplies Ltd,fifo no flag,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-16T14:31:09.129016,karen,FALSE,17/06/2020,80.00,16/06/2020,Stourport Pick,50.00
302,ARTSS001,All Artists Supplies Ltd,fifo no flag,"[AWAITING_DELIVERY, INVOICED]",96.00,0.00,2020-06-16T14:34:11.477697,karen,FALSE,17/06/2020,80.00,16/06/2020,Stourport Pick,50.00
303,ARTSS001,All Artists Supplies Ltd,fifo no flag,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-16T14:39:52.492820,karen,FALSE,,80.00,16/06/2020,Stourport Pick,50.00
304,ARTSS001,All Artists Supplies Ltd,fifo no flag,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-16T14:44:34.741406,karen,FALSE,,80.00,16/06/2020,Stourport Pick,50.00
305,CHINA001,China Steel Industries pty,123,"[RECEIVED, INVOICED]",775.09,0.00,2020-06-16T15:54:25.150673,karen,FALSE,17/06/2020,654.08,16/06/2020,Stourport Pick,15.00
306,CHINA001,China Steel Industries pty,123,"[RECEIVED, INVOICED]",775.09,0.00,2020-06-16T17:05:53.060307,karen,FALSE,,654.08,16/06/2020,Stourport Pick,15.00
307,CHINA001,China Steel Industries pty,90,"[RECEIVED, INVOICED]",775.09,0.00,2020-06-16T17:09:18.403536,karen,FALSE,17/06/2020,654.08,16/06/2020,Stourport Pick,15.00
308,CHINA001,China Steel Industries pty,,[RECEIVED],66.36,0.00,2020-06-17T14:32:36.743435,karen,FALSE,18/06/2020,56.00,17/06/2020,Stourport Pick,0.00
309,ARTSS001,All Artists Supplies Ltd,fifo no flag2,[RECEIVED],96.00,0.00,2020-06-17T17:13:44.679271,karen,FALSE,,80.00,17/06/2020,Stourport Pick,50.00
310,ARTSS001,All Artists Supplies Ltd,fifo no flag2,[RECEIVED],96.00,0.00,2020-06-17T17:15:42.047323,karen,FALSE,,80.00,17/06/2020,Stourport Pick,50.00
311,ARTSS001,All Artists Supplies Ltd,fifo no flag2,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-17T17:17:07.313668,karen,FALSE,,80.00,17/06/2020,Stourport Pick,50.00
312,ARTSS001,All Artists Supplies Ltd,fifo no flag2,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-17T17:22:05.672707,karen,FALSE,,80.00,17/06/2020,Stourport Pick,50.00
313,ARTSS001,All Artists Supplies Ltd,fifo no flag2,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-18T08:58:01.750161,karen,FALSE,19/06/2020,80.00,18/06/2020,Stourport Pick,50.00
314,BOWYE001,Bowyers Kitchens,111,"[RECEIVED, INVOICED]",192.00,0.00,2020-06-18T09:22:24.363594,karen,FALSE,19/06/2020,160.00,18/06/2020,Stourport Pick,100.00
315,BOWYE001,Bowyers Kitchens,111,"[RECEIVED, INVOICED]",192.00,0.00,2020-06-19T09:03:32.676196,karen,FALSE,,160.00,19/06/2020,Stourport Pick,100.00
316,BOWYE001,Bowyers Kitchens,111,"[RECEIVED, INVOICED]",192.00,0.00,2020-06-19T09:06:17.364853,karen,FALSE,,160.00,19/06/2020,Stourport Pick,100.00
317,ARTSS001,All Artists Supplies Ltd,fifo ,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-19T09:09:28.489810,karen,FALSE,19/06/2020,80.00,19/06/2020,Stourport Pick,50.00
318,APPHO001,75 A The Apple Tree House,ioii22,[AWAITING_DELIVERY],369.60,0.00,2020-06-19T09:09:52.431083,karen,FALSE,20/06/2020,308.00,19/06/2020,Dudley,20.00
321,EXETR001,Supplier Warehouse,123,"[RECEIVED, INVOICED]",3.60,0.00,2020-06-19T11:37:59.048285,karen,TRUE,19/06/2020,3.00,19/06/2020,Stourport Pick,72.00
322,EXETR001,Supplier Warehouse,qq,[RECEIVED],15.12,0.00,2020-06-19T11:41:34.881553,karen,TRUE,20/06/2020,12.60,19/06/2020,Stourport Pick,15.60
323,ARTSS001,All Artists Supplies Ltd,fifo ,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-19T14:09:39.208873,karen,FALSE,,80.00,19/06/2020,Stourport Pick,50.00
325,ARTSS001,All Artists Supplies Ltd,fifo ,"[RECEIVED, INVOICED]",96.00,0.00,2020-06-19T14:10:26.137316,karen,FALSE,,80.00,19/06/2020,Stourport Pick,50.00
326,BOWYE001,Bowyers Kitchens,dup1,"[RECEIVED, INVOICED]",24.84,0.00,2020-06-24T14:34:26.586447,karen,FALSE,,20.24,24/06/2020,Stourport Pick,7.50
327,CHINA001,China Steel Industries pty,122,"[AWAITING_DELIVERY, INVOICED]",713.57,0.00,2020-06-24T14:54:24.208045,karen,FALSE,11/06/2020,602.17,24/06/2020,Stourport Pick,15.00
328,EXETR001,Supplier Warehouse,,"[RECEIVED, INVOICED]",1.08,0.00,2020-06-24T15:20:44.384297,karen,FALSE,25/06/2020,0.90,24/06/2020,Stourport Pick,0.50
329,AAAXX001,Axles Supplies Ltd,111,"[RECEIVED, AWAITING_DELIVERY]",6.00,0.00,2020-06-25T14:20:43.029215,karen,FALSE,26/06/2020,5.00,25/06/2020,Stourport Pick,100.00
330,APPHO001,75 A The Apple Tree House,33 luckins,"[ASSIGNED, RECEIVED, AWAITING_DELIVERY]",0.24,0.00,2020-06-29T17:24:28.948867,karen,TRUE,01/07/2020,0.20,29/06/2020,Stourport Pick,0.00
331,ABCDE001,Advanced Kitchens Ltd,test,"[ASSIGNED, AWAITING_DELIVERY]",4.80,0.00,2020-07-01T17:24:49.350715,default,TRUE,,4.00,01/07/2020,Stourport Pick,0.00
332,UMBER001,Umbertos Kitchen Supplies,122,[RECEIVED],3000.00,0.00,2020-07-03T11:14:54.103850,karen,TRUE,16/07/2020,2500.00,03/07/2020,Stourport Pick,750.00
333,UMBER001,Umbertos Kitchen Supplies,rr,[RECEIVED],3000.00,0.00,2020-07-03T11:16:04.174530,karen,TRUE,04/07/2020,2500.00,03/07/2020,Stourport Pick,750.00
334,ARTYS001,The Art Mart,11,[AWAITING_DELIVERY],4716.00,0.00,2020-07-03T12:28:14.917927,karen,FALSE,04/07/2020,3930.00,03/07/2020,Kidderminster Bulk,0.00
335,ARTYS001,The Art Mart,111,"[ASSIGNED, RECEIVED]",36.00,0.00,2020-07-06T10:39:37.031604,karen,FALSE,09/07/2020,30.00,06/07/2020,Stourport Pick,14.00
336,RUGBY001,Rugby Safety Supplies,11,[RECEIVED],280.00,0.00,2020-07-06T11:23:08.923903,karen,FALSE,06/07/2020,280.00,06/07/2020,Stourport Pick,0.00
337,BOWYE001,Bowyers Kitchens,22,"[RECEIVED, INVOICED]",134.40,0.00,2020-07-06T11:55:22.775628,karen,FALSE,07/07/2020,112.00,06/07/2020,Stourport Pick,0.00
338,CHINA001,China Steel Industries pty,44,[RECEIVED],59.25,0.00,2020-07-07T12:54:24.706435,karen,FALSE,,50.00,07/07/2020,Stourport Pick,0.00
339,APPHO001,75 A The Apple Tree House,125,[RECEIVED],0.00,0.00,2020-07-07T16:17:49.936545,karen,TRUE,,0.00,07/07/2020,Stourport Pick,0.00
340,CHINA001,China Steel Industries pty,55,"[ASSIGNED, AWAITING_DELIVERY]",142.20,0.00,2020-07-07T16:33:50.883350,karen,FALSE,08/07/2020,120.00,07/07/2020,Kidderminster Bulk,0.00
341,EXETR001,Supplier Warehouse,11,[RECEIVED],120.00,0.00,2020-07-08T10:52:57.196413,karen,FALSE,08/07/2020,100.00,08/07/2020,Stourport Pick,0.00
342,HARRY001,Harry's Arts and Crafts suppliers,111,[RECEIVED],600.00,0.00,2020-07-08T11:34:02.591185,karen,FALSE,08/07/2020,500.00,08/07/2020,Stourport Pick,0.00
343,APPHO001,75 A The Apple Tree House,11,[RECEIVED],120.00,0.00,2020-07-08T12:36:39.427301,karen,FALSE,08/07/2020,100.00,08/07/2020,Stourport Pick,0.00
344,APPHO001,75 A The Apple Tree House,11,"[ASSIGNED, AWAITING_DELIVERY]",120.00,0.00,2020-07-08T14:23:32.486763,karen,TRUE,09/07/2020,100.00,08/07/2020,Stourport Pick,0.00
345,BOWYE001,Bowyers Kitchens,qq,"[RECEIVED, INVOICED]",636.00,0.00,2020-07-23T11:30:39.196682,karen,FALSE,24/07/2020,530.00,23/07/2020,Stourport Pick,0.00
346,ARTSS001,All Artists Supplies Ltd,11,"[RECEIVED, INVOICED]",1935.00,0.00,2020-07-27T14:13:22.867594,karen,FALSE,28/07/2020,1612.50,27/07/2020,Stourport Pick,125.00
347,ARTSS001,All Artists Supplies Ltd,,"[ASSIGNED, RECEIVED]",8.82,0.00,2020-07-29T12:24:18.213281,nathanl,TRUE,,7.35,29/07/2020,Dudley,1.25
348,BSODA001,Soda House,,[RECEIVED],30.84,0.00,2020-07-29T12:31:05.636890,nathanl,TRUE,,25.70,29/07/2020,Stourport Pick,19.50
350,HARRY001,Harry's Arts and Crafts suppliers,11,[RECEIVED],0.00,0.00,2020-08-03T14:53:48.222422,karen,TRUE,04/08/2020,0.00,03/08/2020,Stourport Pick,450.00
351,HARRY001,Harry's Arts and Crafts suppliers,qq,"[ASSIGNED, AWAITING_DELIVERY]",240.00,0.00,2020-08-03T16:15:27.683470,karen,TRUE,04/08/2020,200.00,03/08/2020,Stourport Pick,300.00
352,HARRY001,Harry's Arts and Crafts suppliers,22,[RECEIVED],4.80,0.00,2020-08-05T09:30:32.297284,karen,FALSE,06/08/2020,4.00,05/08/2020,Stourport Pick,0.00
353,HARRY001,Harry's Arts and Crafts suppliers,22,[RECEIVED],9.60,0.00,2020-08-05T10:41:28.181899,karen,FALSE,,8.00,05/08/2020,Stourport Pick,0.00
354,HARRY001,Harry's Arts and Crafts suppliers,33,[RECEIVED],19.20,0.00,2020-08-05T11:01:55.492200,karen,FALSE,,16.00,05/08/2020,Stourport Pick,0.00
355,ABCDE003,Goods ,11,"[RECEIVED, INVOICED]",2400.00,0.00,2020-08-05T11:30:14.688632,karen,FALSE,05/08/2020,2000.00,05/08/2020,Stourport Pick,0.00
356,EXETR001,Supplier Warehouse,22,[RECEIVED],12.00,0.00,2020-08-05T14:16:05.437191,karen,FALSE,05/08/2020,10.00,05/08/2020,Stourport Pick,0.00
357,EXETR001,Supplier Warehouse,yy,[RECEIVED],144.00,0.00,2020-08-05T14:54:20.152128,karen,FALSE,05/08/2020,120.00,05/08/2020,Stourport Pick,0.00
358,EXETR001,Supplier Warehouse,233,[RECEIVED],12.00,0.00,2020-08-05T15:11:55.672114,karen,FALSE,05/08/2020,10.00,05/08/2020,Stourport Pick,0.00
360,EXETR001,Supplier Warehouse,test average,[RECEIVED],1.44,0.00,2020-08-05T15:17:41.719826,karen,FALSE,05/08/2020,1.20,05/08/2020,Stourport Pick,0.00
361,EXETR001,Supplier Warehouse,22,[RECEIVED],12.00,0.00,2020-08-05T16:17:25.733589,karen,FALSE,05/08/2020,10.00,05/08/2020,Stourport Pick,0.00
362,EXETR001,Supplier Warehouse,test 2,[RECEIVED],14.40,0.00,2020-08-05T16:18:57.973676,karen,FALSE,05/08/2020,12.00,05/08/2020,Stourport Pick,0.00
363,EXETR001,Supplier Warehouse,22,[RECEIVED],25.20,0.00,2020-08-05T16:20:03.449877,karen,FALSE,05/08/2020,21.00,05/08/2020,Stourport Pick,0.00
364,APPHO001,75 A The Apple Tree House,22,"[ASSIGNED, RECEIVED]",12.00,0.00,2020-08-05T16:46:34.560498,karen,FALSE,05/08/2020,10.00,05/08/2020,Stourport Pick,0.00
365,APPHO001,75 A The Apple Tree House,33,[RECEIVED],14.40,0.00,2020-08-05T16:57:00.282994,karen,FALSE,,12.00,05/08/2020,Stourport Pick,0.00
366,APPHO001,75 A The Apple Tree House,44,[RECEIVED],36.00,0.00,2020-08-05T16:58:31.767608,karen,FALSE,,30.00,05/08/2020,Stourport Pick,0.00
367,APPHO001,75 A The Apple Tree House,rep 1,[RECEIVED],6.00,0.00,2020-08-06T09:53:19.830110,karen,FALSE,06/08/2020,5.00,06/08/2020,Stourport Pick,0.00
368,APPHO001,75 A The Apple Tree House,rep 2,[RECEIVED],1.20,0.00,2020-08-06T09:55:40.325787,karen,FALSE,,1.00,06/08/2020,Stourport Pick,0.00
370,BOWYE001,Bowyers Kitchens,2222,[AWAITING_DELIVERY],33.12,0.00,2020-08-11T11:15:47.077336,karen,FALSE,12/08/2020,27.60,11/08/2020,Stourport Pick,7.50
371,BOWYE001,Bowyers Kitchens,22,[AWAITING_DELIVERY],48.00,0.00,2020-08-11T16:25:07.448710,karen,FALSE,12/08/2020,40.00,11/08/2020,Stourport Pick,10.00
372,STATI001,All Stationery Supplies Ltd,22,"[ASSIGNED, AWAITING_DELIVERY]",144.00,0.00,2020-08-17T11:27:24.029905,karen,FALSE,19/08/2020,120.00,17/08/2020,Stourport Pick,30.00
373,ABCDE001,Advanced Kitchens Ltd,CJS Match Test (P4-899),"[AWAITING_DELIVERY, INVOICED]",0.60,0.00,2020-08-20T10:02:49.096452,default,FALSE,,0.50,20/08/2020,Stourport Bulk,0.00
374,BOWYE001,Bowyers Kitchens,Test - Duplicate of Karens Test (P4-899),"[AWAITING_DELIVERY, INVOICED]",636.00,0.00,2020-08-20T10:05:05.937271,default,FALSE,,530.00,20/08/2020,Stourport Pick,1000.00
375,ARTSS001,All Artists Supplies Ltd,22,[AWAITING_DELIVERY],27.00,0.00,2020-08-21T11:27:12.294374,karen,FALSE,22/08/2020,22.50,21/08/2020,Stourport Pick,5.00
376,ARTSS001,All Artists Supplies Ltd,aa,[AWAITING_DELIVERY],27.60,0.00,2020-08-21T11:31:23.580402,karen,FALSE,22/08/2020,23.00,21/08/2020,Stourport Pick,5.00
377,BOWYE001,Bowyers Kitchens,,[AWAITING_DELIVERY],27.60,0.00,2020-08-21T11:37:30.885567,karen,FALSE,22/08/2020,23.00,21/08/2020,Stourport Pick,5.00
378,ARTSS001,All Artists Supplies Ltd,22,[AWAITING_DELIVERY],27.60,0.00,2020-08-21T11:40:35.544470,karen,FALSE,22/08/2020,23.00,21/08/2020,Stourport Pick,5.00
379,ARTSS001,All Artists Supplies Ltd,55,[AWAITING_DELIVERY],84.00,0.00,2020-08-21T11:50:27.591723,karen,FALSE,22/08/2020,70.00,21/08/2020,Stourport Pick,0.00
380,APPHO001,75 A The Apple Tree House,,"[ASSIGNED, AWAITING_DELIVERY]",60.24,0.00,2020-08-24T10:42:56.197381,default,FALSE,,50.20,24/08/2020,Stourport Pick,0.00
381,EXETR001,Supplier Warehouse,22,[RECEIVED],3.60,0.00,2020-08-25T16:06:19.740923,karen,FALSE,25/08/2020,3.00,25/08/2020,Stourport Pick,72.00
382,SUPPY001,Suppliers R Us,22,[RECEIVED],75.24,0.00,2020-08-25T16:15:10.608487,karen,FALSE,26/08/2020,62.70,25/08/2020,Stourport Pick,15.40
383,MACHH001,MAC Holdings Ltd,11,[RECEIVED],1140.00,0.00,2020-08-25T16:51:36.500148,karen,TRUE,26/08/2020,950.00,25/08/2020,Stourport Pick,100.00
384,ARTSS001,All Artists Supplies Ltd,55,[AWAITING_DELIVERY],99.60,0.00,2020-08-26T11:23:38.351399,default,FALSE,,83.00,26/08/2020,Stourport Pick,0.00
385,ARTSS001,All Artists Supplies Ltd,retest,[AWAITING_DELIVERY],25.20,0.00,2020-08-26T15:57:42.655370,karen,FALSE,27/08/2020,21.00,26/08/2020,Stourport Pick,0.00
386,ARTSS001,All Artists Supplies Ltd,retest2,[AWAITING_DELIVERY],21.60,0.00,2020-08-26T15:59:27.855230,karen,FALSE,,18.00,26/08/2020,Stourport Pick,0.00
387,BOWYE001,Bowyers Kitchens,22,[AWAITING_DELIVERY],10.86,0.00,2020-08-27T10:33:34.702367,karen,FALSE,13/08/2020,9.05,27/08/2020,Stourport Pick,0.52
388,ADDER001,Adder Direct Marketing,Demo,[AWAITING_DELIVERY],228.00,0.00,2020-08-28T12:46:28.366321,nathanl,FALSE,,190.00,28/08/2020,Stourport Bulk,0.00
389,ADDER001,Adder Direct Marketing,11,"[ASSIGNED, AWAITING_DELIVERY]",480.00,0.00,2020-09-02T09:51:05.989514,karen,FALSE,,400.00,02/09/2020,Stourport Pick,0.00
390,ARTYS001,The Art Mart,11,[RECEIVED],120.00,0.00,2020-09-04T15:40:14.414989,karen,FALSE,04/09/2020,100.00,04/09/2020,Stourport Pick,0.00
391,HARRY001,Harry's Arts and Crafts suppliers,123,[RECEIVED],1680.00,0.00,2020-09-04T16:54:29.664083,karen,FALSE,04/09/2020,1400.00,04/09/2020,Stourport Pick,100.00
392,EXETR001,Supplier Warehouse,11,"[ASSIGNED, AWAITING_DELIVERY]",422.40,0.00,2020-09-09T14:33:50.496417,karen,FALSE,10/09/2020,352.00,09/09/2020,Stourport Pick,528.00
393,APPHO001,75 A The Apple Tree House,,"[ASSIGNED, AWAITING_DELIVERY]",566.40,0.00,2020-09-09T14:44:21.917775,karen,FALSE,,472.00,09/09/2020,Stourport Pick,30.00
394,ABCDE001,Advanced Kitchens Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",1142.40,0.00,2020-09-09T14:44:22.093644,karen,FALSE,,952.00,09/09/2020,Stourport Pick,112.00
395,STATI001,All Stationery Supplies Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",638.64,0.00,2020-09-09T14:44:22.226271,karen,FALSE,,532.20,09/09/2020,Stourport Pick,130.50
396,ADDER001,Adder Direct Marketing,,"[ASSIGNED, AWAITING_DELIVERY]",720.00,0.00,2020-09-09T14:44:22.350464,karen,FALSE,,600.00,09/09/2020,Stourport Pick,0.00
397,BOWYE001,Bowyers Kitchens,,"[ASSIGNED, AWAITING_DELIVERY]",0.00,0.00,2020-09-09T14:44:22.445033,karen,FALSE,,0.00,09/09/2020,Stourport Pick,0.00
398,CHINA001,China Steel Industries pty,,"[ASSIGNED, AWAITING_DELIVERY]",14.81,0.00,2020-09-09T14:44:22.540570,karen,FALSE,,12.50,09/09/2020,Stourport Pick,0.00
399,ARTSS001,All Artists Supplies Ltd,22,"[ASSIGNED, AWAITING_DELIVERY]",2114.88,0.00,2020-09-09T14:44:22.662424,karen,FALSE,10/09/2020,1762.40,09/09/2020,Stourport Pick,302.00
400,HOOSU001,Hoo Supplies China PTY,,"[ASSIGNED, AWAITING_DELIVERY]",4278.62,0.00,2020-09-10T15:17:25.331951,default,FALSE,,3610.65,10/09/2020,Dudley Quarantine,144.00
401,HARRY001,Harry's Arts and Crafts suppliers,,"[ASSIGNED, AWAITING_DELIVERY]",20.16,0.00,2020-09-10T15:17:25.863171,default,FALSE,,16.80,10/09/2020,Stourport Pick,0.15
402,EXETR001,Supplier Warehouse,,"[ASSIGNED, AWAITING_DELIVERY]",47.74,0.00,2020-09-10T17:16:35.342630,karen,FALSE,,39.78,10/09/2020,Stourport Pick,36.50
403,PLAST002,Plaster Master Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",16.20,0.00,2020-09-10T17:16:35.619975,karen,FALSE,,13.50,10/09/2020,Dudley Quarantine,4.50
404,APPHO001,75 A The Apple Tree House,,[RECEIVED],7663.32,0.00,2020-09-11T11:26:12.019010,karen,FALSE,,6386.10,11/09/2020,Stourport Pick,421.50
405,AAAXX001,Axles Supplies Ltd,ram,"[RECEIVED, INVOICED]",60.00,0.00,2020-09-17T09:46:57.946378,manager,FALSE,,50.00,17/09/2020,Stourport Pick,0.00
406,EUROT001,Euro Trading,,[RECEIVED],324.48,0.00,2020-09-17T09:47:35.103789,manager,FALSE,,270.40,17/09/2020,Stourport Pick,0.00
407,EXETR001,Supplier Warehouse,,[RECEIVED],74.70,0.00,2020-09-17T09:48:19.336520,manager,FALSE,,62.25,17/09/2020,Stourport Pick,0.00
408,GALAX001,Galaxy marine,,[RECEIVED],190.80,0.00,2020-09-17T09:49:04.148668,manager,FALSE,,159.00,17/09/2020,Stourport Pick,0.00
409,AAAXX001,Axles Supplies Ltd,222,"[RECEIVED, INVOICED]",696.84,10.00,2020-09-21T16:27:13.473609,karen,FALSE,23/09/2020,570.70,21/09/2020,Stourport Pick,42.50
410,EUROT001,Euro Trading,qq,"[RECEIVED, AWAITING_DELIVERY]",109.44,0.00,2020-09-21T16:55:57.942446,karen,FALSE,22/09/2020,91.20,21/09/2020,Stourport Pick,4.00
411,EUROT001,Euro Trading,aa,"[RECEIVED, AWAITING_DELIVERY]",169.34,0.00,2020-09-21T17:09:48.510140,karen,FALSE,09/09/2020,134.40,21/09/2020,Stourport Pick,5.50
412,EUROT001,Euro Trading,qq,[AWAITING_DELIVERY],47.78,0.00,2020-09-21T17:29:45.436290,karen,FALSE,21/09/2020,37.92,21/09/2020,Stourport Pick,5.00
413,BOWYE001,Bowyers Kitchens,122,"[RECEIVED, INVOICED]",300.00,0.00,2020-09-22T09:22:29.355252,karen,FALSE,23/09/2020,300.00,22/09/2020,Stourport Pick,3.75
414,BOWYE001,Bowyers Kitchens,22,[AWAITING_DELIVERY],40.32,0.00,2020-09-22T09:27:20.877049,karen,FALSE,24/09/2020,33.60,22/09/2020,Stourport Pick,24.00
415,BOWYE001,Bowyers Kitchens,aa,[RECEIVED],600.00,0.00,2020-09-22T16:10:54.823640,karen,FALSE,23/09/2020,500.00,22/09/2020,Stourport Pick,300.00
416,BOWYE001,Bowyers Kitchens,aa22,"[RECEIVED, INVOICED]",600.00,0.00,2020-09-22T16:30:41.220181,karen,FALSE,23/09/2020,500.00,22/09/2020,Stourport Pick,300.00
417,AAAXX001,Axles Supplies Ltd,22,[RECEIVED],120.00,0.00,2020-09-28T16:07:37.139407,karen,FALSE,29/09/2020,100.00,28/09/2020,Stourport Pick,0.00
418,ARTYS001,The Art Mart,11,"[ASSIGNED, RECEIVED]",4.80,0.00,2020-09-29T14:56:55.356156,karen,FALSE,30/09/2020,4.00,29/09/2020,Stourport Pick,0.00
419,AAAXX001,Axles Supplies Ltd,22,"[ASSIGNED, RECEIVED]",35.09,0.00,2020-09-30T11:23:35.391358,karen,FALSE,30/09/2020,29.24,30/09/2020,Stourport Pick,0.00
420,AAAXX001,Axles Supplies Ltd,22,[RECEIVED],350.88,0.00,2020-09-30T11:27:46.673345,karen,FALSE,,292.40,30/09/2020,Stourport Pick,0.00
421,BOWYE001,Bowyers Kitchens,22,[RECEIVED],16.80,0.00,2020-09-30T16:07:22.852219,karen,FALSE,30/09/2020,14.00,30/09/2020,Stourport Pick,10.00
422,BAKER001,The Village Bakery,44,"[ASSIGNED, RECEIVED]",252.00,0.00,2020-09-30T16:29:27.944937,karen,FALSE,01/10/2020,210.00,30/09/2020,Stourport Pick,150.00
423,CHINA001,China Steel Industries pty,22,[RECEIVED],2211.21,0.00,2020-10-01T12:28:23.576378,karen,FALSE,02/10/2020,1866.00,01/10/2020,Stourport Pick,2305.00
425,HARRY001,Harry's Arts and Crafts suppliers,ww,[RECEIVED],26.40,0.00,2020-10-02T10:24:56.449241,karen,FALSE,02/10/2020,22.00,02/10/2020,Stourport Pick,0.00
426,CHINA001,China Steel Industries pty,22,[AWAITING_DELIVERY],100.73,0.00,2020-10-05T14:21:31.587896,karen,FALSE,07/10/2020,85.00,05/10/2020,Stourport Pick,75.00
427,USAUS003,USA Supplies Ltd,33,[AWAITING_DELIVERY],13.25,0.00,2020-10-05T14:45:20.252942,karen,FALSE,,11.04,05/10/2020,Stourport Pick,9.00
428,AAAXX001,Axles Supplies Ltd,33,"[RECEIVED, AWAITING_DELIVERY]",4751.02,0.00,2020-10-07T12:33:11.658724,karen,FALSE,09/10/2020,3959.18,07/10/2020,Stourport Pick,1204.32
429,BAKER001,The Village Bakery,22,[AWAITING_DELIVERY],31.82,0.00,2020-10-08T10:14:37.288358,karen,FALSE,09/10/2020,26.52,08/10/2020,Stourport Pick,18.00
430,SWEDE001,Swedish Trading Corp,33,[RECEIVED],100.80,0.00,2020-10-09T10:17:59.989302,karen,FALSE,10/10/2020,80.00,09/10/2020,Stourport Pick,0.50
431,SWEDE001,Swedish Trading Corp,aa,[RECEIVED],100.79,0.00,2020-10-09T10:25:38.026210,karen,FALSE,10/10/2020,79.99,09/10/2020,Stourport Pick,0.50
432,SWEDE001,Swedish Trading Corp,33,[RECEIVED],504.00,0.00,2020-10-09T10:39:33.833757,karen,FALSE,10/10/2020,400.00,09/10/2020,Stourport Pick,0.00
433,SWEDE001,Swedish Trading Corp,33,[RECEIVED],21.42,0.00,2020-10-09T11:15:22.529156,karen,FALSE,10/10/2020,17.00,09/10/2020,Stourport Pick,0.00
436,AAAXX001,Axles Supplies Ltd,33,[RECEIVED],4751.02,0.00,2020-10-14T11:48:42.047953,karen,FALSE,,3959.18,14/10/2020,Stourport Pick,1184.32
437,AAAXX001,Axles Supplies Ltd,333,"[RECEIVED, AWAITING_DELIVERY]",4813.00,0.00,2020-10-15T15:12:56.027148,karen,FALSE,,4010.83,15/10/2020,Stourport Pick,1206.17
438,HARRY001,Harry's Arts and Crafts suppliers,11,[RECEIVED],18.00,0.00,2020-10-19T17:02:24.589566,karen,FALSE,22/10/2020,15.00,19/10/2020,Stourport Pick,0.15
439,AAAXX001,Axles Supplies Ltd,333,[AWAITING_DELIVERY],4807.72,0.00,2020-10-21T16:48:03.124881,karen,FALSE,22/10/2020,4006.43,21/10/2020,Stourport Pick,1185.80
440,EXETR001,Supplier Warehouse,1188,[AWAITING_DELIVERY],300.00,0.00,2020-10-22T14:33:00.381915,karen,FALSE,23/10/2020,250.00,22/10/2020,Stourport Pick,0.00
441,EXETR001,Supplier Warehouse,22,[RECEIVED],1500.00,0.00,2020-10-22T14:35:29.820208,karen,FALSE,23/10/2020,1250.00,22/10/2020,Stourport Pick,0.00
442,STATI001,All Stationery Supplies Ltd,22,"[RECEIVED, INVOICED]",720.00,0.00,2020-10-29T09:32:31.562078,karen,FALSE,30/10/2020,600.00,29/10/2020,Stourport Pick,20.00
444,ARTSS001,All Artists Supplies Ltd,33,[RECEIVED],36.00,0.00,2020-10-29T12:47:06.022617,karen,FALSE,31/10/2020,30.00,29/10/2020,Stourport Pick,1.00
447,STATI001,All Stationery Supplies Ltd,22,[RECEIVED],3600.00,0.00,2020-10-30T11:33:57.959250,karen,TRUE,31/10/2020,3000.00,30/10/2020,Stourport Pick,1500.00
448,ARTSS001,All Artists Supplies Ltd,22,[RECEIVED],360.00,0.00,2020-10-30T11:38:52.961208,karen,TRUE,31/10/2020,300.00,30/10/2020,Stourport Pick,60.00
449,ARTSS001,All Artists Supplies Ltd,22,[RECEIVED],540.00,0.00,2020-10-30T11:41:57.384991,karen,TRUE,30/10/2020,450.00,30/10/2020,Stourport Pick,90.00
450,STATI001,All Stationery Supplies Ltd,aa,"[ASSIGNED, RECEIVED]",540.00,0.00,2020-10-30T11:55:44.470806,karen,TRUE,31/10/2020,450.00,30/10/2020,Stourport Pick,90.00
451,ADDER001,Adder Direct Marketing,1303,[RECEIVED],54.00,0.00,2020-11-02T11:18:12.984714,karen,TRUE,03/11/2020,45.00,02/11/2020,Stourport Pick,100.00
452,ADDER001,Adder Direct Marketing,123,[RECEIVED],6.00,0.00,2020-11-02T16:43:36.205468,karen,FALSE,04/11/2020,5.00,02/11/2020,Stourport Pick,10.00
453,ADDER001,Adder Direct Marketing,22,[RECEIVED],54.00,0.00,2020-11-04T10:36:17.035562,karen,TRUE,05/11/2020,45.00,04/11/2020,Stourport Pick,100.00
